ClientID,ClientName,ClientType,Region,Country,RelationshipManager,KYCStatus,KYCSubmissionDate,KYCLastUpdate,ExpiryDate,SourceSystem,RiskRating,ReviewFrequency,AssetsUnderManagement,DaysToExpiry
C100542,Atlas Investments 0542,Corporate,Africa,Egypt,RM_18,Valid,2023-05-05,2023-07-07,2024-11-22,Salesforce,Critical,Semi-Annual,26958802.61,-333
C100543,Zenith Partners 0543,Corporate,EMEA,Netherlands,RM_50,Valid,2023-10-04,2024-02-26,2024-10-03,Batch Upload,Low,Semi-Annual,881598.33,-383
C100544,Greenfield Enterprises 0544,Corporate,Oceania,Australia,RM_04,Valid,2022-12-21,2023-03-07,2024-10-09,Batch Upload,Medium,Semi-Annual,6420724.74,-377
C100545,Chen Garcia,Individual,Oceania,New Zealand,RM_24,Valid,2022-01-02,2022-06-17,2022-11-10,Batch Upload,Low,Annual,94915.23,-1076
C100546,Carlos Johnson,Individual,Oceania,Australia,RM_03,Valid,2024-06-12,2024-08-17,2024-10-18,Onboarding Portal,Low,Annual,210992.16,-368
C100547,Lee Singh,Individual,LATAM,Argentina,RM_27,Valid,2023-10-11,2023-12-31,2025-04-12,Batch Upload,Low,Annual,49458.6,-192
C100548,Greenfield Holdings 0548,Corporate,EMEA,Netherlands,RM_27,Valid,2023-07-16,2023-11-16,2024-11-13,Manual Entry,High,Semi-Annual,24853182.99,-342
C100549,Greenfield Ltd 0549,Corporate,APAC,Singapore,RM_35,Pending Review,2024-02-20,2024-04-21,2025-08-05,Manual Entry,High,Annual,3080121.09,-77
C100550,Zenith Holdings 0550,Corporate,North America,Mexico,RM_18,Valid,2023-05-01,2023-06-28,2025-05-03,Onboarding Portal,High,Quarterly,11870995.81,-171
C100551,Atlas Ltd 0551,Corporate,EMEA,France,RM_07,Pending Review,2022-08-11,2022-10-22,2024-09-13,Salesforce,Medium,Annual,14421553.04,-403
C100552,Pioneer Holdings 0552,Corporate,EMEA,Netherlands,RM_44,Valid,2024-02-01,2024-06-28,2026-02-18,Batch Upload,High,Annual,25694260.97,120
C100553,Chen Singh,Individual,Oceania,Australia,RM_15,Valid,2022-11-10,2022-12-22,2023-01-26,Salesforce,Low,Semi-Annual,196337.62,-999
C100554,Pioneer Corp 0554,Corporate,APAC,Japan,RM_42,Valid,2023-11-01,2023-11-23,2024-10-03,Manual Entry,Critical,Annual,23689595.02,-383
C100555,Greenfield Corp 0555,Corporate,EMEA,Germany,RM_19,Valid,2022-05-09,2022-07-08,2023-11-13,Manual Entry,High,Quarterly,30972190.99,-708
C100556,John Smith,Individual,North America,United States,RM_33,Missing,2022-09-08,2023-03-02,2023-09-19,Batch Upload,Medium,Annual,189665.17,-763
C100557,Riverside Holdings 0557,Corporate,Africa,Egypt,RM_44,Valid,2024-02-02,2024-06-14,2026-02-18,Manual Entry,Critical,Annual,20124303.74,120
C100558,John Patel,Individual,EMEA,Germany,RM_29,Valid,2022-07-25,2022-10-20,2024-03-09,Manual Entry,Medium,Quarterly,35671.17,-591
C100559,Greenfield Investments 0559,Corporate,LATAM,Brazil,RM_25,Valid,2024-08-09,2024-11-16,2025-05-06,Onboarding Portal,Critical,Annual,39719592.78,-168
C100560,Summit Investments 0560,Corporate,EMEA,United Kingdom,RM_36,Valid,2024-01-07,2024-05-17,2025-05-19,Onboarding Portal,High,Annual,39959365.52,-155
C100561,Lee Wang,Individual,EMEA,UAE,RM_06,Valid,2024-08-16,2025-01-31,2026-04-11,Batch Upload,Low,Annual,183241.38,172
C100562,Carlos Singh,Individual,North America,United States,RM_26,Valid,2024-01-04,2024-04-13,2024-10-08,Salesforce,Low,Annual,213510.0,-378
C100563,Riverside LLC 0563,Corporate,APAC,Australia,RM_47,Valid,2022-10-23,2023-02-26,2024-10-12,Batch Upload,High,Annual,19457750.23,-374
C100564,Carlos Singh,Individual,APAC,India,RM_34,Valid,2022-01-05,2022-03-25,2022-10-16,Salesforce,Low,Annual,186890.07,-1101
C100565,Zenith Ltd 0565,Corporate,APAC,Australia,RM_09,Valid,2022-07-14,2022-11-28,2024-03-10,Onboarding Portal,Critical,Annual,22541630.17,-590
C100566,Horizon LLC 0566,Corporate,APAC,China,RM_41,Valid,2024-06-18,2024-10-26,2026-05-30,Salesforce,High,Annual,24489556.43,221
C100567,Acme Investments 0567,Corporate,Africa,Egypt,RM_01,Valid,2022-08-30,2023-03-17,2023-08-26,Manual Entry,High,Semi-Annual,21788067.35,-787
C100568,Horizon Holdings 0568,Corporate,APAC,Japan,RM_37,Valid,2023-11-01,2024-03-05,2024-04-12,Onboarding Portal,Medium,Annual,5499837.54,-557
C100569,Greenfield Investments 0569,Corporate,Africa,Egypt,RM_42,Valid,2023-07-06,2023-09-13,2025-05-09,Salesforce,Critical,Annual,44548061.43,-165
C100570,Atlas LLC 0570,Corporate,Oceania,Australia,RM_45,Valid,2023-08-04,2023-09-18,2023-12-31,Onboarding Portal,High,Annual,45372167.12,-660
C100571,Greenfield Holdings 0571,Corporate,LATAM,Argentina,RM_37,Valid,2024-07-16,2024-11-23,2026-03-03,Batch Upload,Critical,Quarterly,28696081.38,133
C100572,Mohammed Smith,Individual,Africa,Egypt,RM_39,Valid,2022-04-04,2022-06-18,2024-05-30,Batch Upload,Low,Annual,201364.57,-509
C100573,Pioneer Corp 0573,Corporate,North America,United States,RM_32,Pending Review,2022-10-14,2023-02-15,2023-09-21,Salesforce,Low,Annual,10197415.59,-761
C100574,Riverside Enterprises 0574,Corporate,EMEA,United Kingdom,RM_44,Valid,2022-11-01,2022-12-27,2023-10-21,Onboarding Portal,Medium,Annual,11473624.44,-731
C100575,Horizon Group 0575,Corporate,APAC,Japan,RM_08,Expired,2022-12-05,2023-04-27,2020-10-06,Manual Entry,Medium,Annual,3350513.98,-1841
C100576,Acme Partners 0576,Corporate,APAC,China,RM_10,Valid,2023-01-03,2023-05-02,2025-01-09,Manual Entry,Medium,Quarterly,12276917.31,-285
C100577,Maria Kumar,Individual,Africa,Nigeria,RM_30,Valid,2024-03-20,2024-06-12,2024-12-08,Onboarding Portal,Low,Annual,24779.83,-317
C100578,Zenith Partners 0578,Corporate,APAC,India,RM_46,Valid,2024-09-27,2025-04-01,2025-07-25,Batch Upload,High,Semi-Annual,18220179.17,-88
C100579,Summit Corp 0579,Corporate,Oceania,Australia,RM_35,Valid,2023-03-17,2023-07-01,2024-06-19,Salesforce,High,Annual,11591070.08,-489
C100580,Greenfield Group 0580,Corporate,APAC,Japan,RM_30,Valid,2023-06-21,2023-06-28,2025-04-12,Manual Entry,Medium,Semi-Annual,31548631.63,-192
C100581,Riverside Enterprises 0581,Corporate,LATAM,Argentina,RM_40,Valid,2022-06-29,2022-07-14,2023-02-16,Manual Entry,Low,Annual,500150.93,-978
C100582,Riverside Ltd 0582,Corporate,LATAM,Brazil,RM_39,Valid,2024-05-17,2024-10-03,2025-08-03,Batch Upload,High,Annual,18931276.5,-79
C100583,Alice Kumar,Individual,North America,United States,RM_44,Valid,2024-07-10,2024-09-02,2025-02-02,Manual Entry,Low,Semi-Annual,141735.59,-261
C100584,Chen Kumar,Individual,APAC,India,RM_26,Valid,2023-01-19,2023-01-28,2023-05-06,Salesforce,Low,Annual,178023.58,-899
C100585,Lee Wang,Individual,Oceania,Australia,RM_01,Valid,2024-08-30,2025-02-07,2026-12-05,Manual Entry,Low,Semi-Annual,135850.4,410
C100586,Acme Corp 0586,Corporate,APAC,China,RM_03,Valid,2023-03-18,2023-09-18,2024-07-19,Batch Upload,High,Annual,36690986.22,-459
C100587,Summit Partners 0587,Corporate,Oceania,Australia,RM_40,Valid,2022-07-15,2022-12-02,2024-09-22,Manual Entry,Low,Annual,14100724.21,-394
C100588,John Johnson,Individual,Oceania,New Zealand,RM_46,Valid,2022-08-01,2022-09-28,2024-06-20,Manual Entry,Medium,Annual,242952.21,-488
C100589,Summit Corp 0589,Corporate,North America,United States,RM_13,Valid,2022-06-21,2022-12-10,2024-02-23,Manual Entry,Critical,Annual,42769511.88,-606
C100590,Atlas LLC 0590,Corporate,LATAM,Brazil,RM_18,Valid,2022-04-10,2022-05-15,2022-12-08,Salesforce,Medium,Semi-Annual,2749763.61,-1048
C100591,Summit Group 0591,Corporate,Oceania,New Zealand,RM_25,Valid,2024-02-14,2024-06-13,2026-01-25,Manual Entry,Critical,Semi-Annual,44799618.58,96
C100592,John Kumar,Individual,EMEA,France,RM_04,Missing,2022-11-23,2022-12-01,2024-04-26,Batch Upload,Low,Quarterly,239256.75,-543
C100593,Mohammed Patel,Individual,North America,Mexico,RM_13,Valid,2024-07-17,2024-10-07,2024-12-10,Onboarding Portal,Low,Annual,51709.47,-315
C100594,Atlas Holdings 0594,Corporate,North America,Mexico,RM_13,Valid,2024-03-29,2024-04-04,2025-09-20,Batch Upload,High,Quarterly,46991695.97,-31
C100595,Acme Investments 0595,Corporate,LATAM,Argentina,RM_02,Valid,2023-12-28,2024-03-24,2025-07-25,Batch Upload,Medium,Semi-Annual,11400658.55,-88
C100596,Atlas Ltd 0596,Corporate,APAC,Australia,RM_02,Missing,2023-09-19,2024-03-09,2025-01-03,Batch Upload,Critical,Annual,22058556.36,-291
C100597,Pioneer Investments 0597,Corporate,APAC,Japan,RM_11,Valid,2023-03-24,2023-06-24,2024-04-11,Onboarding Portal,High,Annual,37796140.84,-558
C100598,Zenith Ltd 0598,Corporate,APAC,Singapore,RM_25,Valid,2023-03-26,2023-04-05,2024-09-14,Salesforce,Medium,Annual,19320600.85,-402
C100599,Horizon Corp 0599,Corporate,EMEA,UAE,RM_33,Valid,2023-04-09,2023-05-27,2025-03-22,Manual Entry,High,Quarterly,12329554.18,-213
C100600,Horizon LLC 0600,Corporate,Oceania,New Zealand,RM_36,Missing,2022-11-27,2022-11-29,2023-01-08,Onboarding Portal,High,Annual,40130004.85,-1017
C100601,Alice Wang,Individual,Africa,South Africa,RM_04,Missing,2024-07-31,2025-01-18,2025-08-26,Salesforce,Low,Semi-Annual,9667.17,-56
C100602,Greenfield Partners 0602,Corporate,APAC,Singapore,RM_28,Pending Review,2023-05-23,2023-10-31,2025-10-04,Manual Entry,Critical,Annual,29611961.88,-17
C100603,Atlas Partners 0603,Corporate,APAC,Singapore,RM_47,Valid,2023-06-29,2023-07-23,2024-09-01,Salesforce,Medium,Annual,11756553.82,-415
C100604,Zenith Enterprises 0604,Corporate,Africa,Egypt,RM_10,Valid,2023-08-04,2023-09-14,2024-07-13,Manual Entry,High,Semi-Annual,42752287.11,-465
C100605,Zenith Group 0605,Corporate,Oceania,Australia,RM_35,Pending Review,2024-05-30,2024-12-01,2026-04-18,Batch Upload,Low,Semi-Annual,11169782.84,179
C100606,Atlas Ltd 0606,Corporate,Oceania,Australia,RM_48,Missing,2022-08-13,2023-01-17,2023-04-21,Batch Upload,Medium,Annual,33811406.54,-914
C100607,Zenith Holdings 0607,Corporate,North America,Canada,RM_04,Valid,2022-10-23,2023-01-01,2024-02-22,Salesforce,Critical,Annual,38386315.11,-607
C100608,Pioneer Corp 0608,Corporate,North America,Canada,RM_07,Valid,2024-03-28,2024-03-30,2025-03-07,Salesforce,High,Annual,35420687.38,-228
C100609,Carlos Smith,Individual,Africa,Nigeria,RM_11,Valid,2024-04-22,2024-05-02,2026-03-10,Salesforce,Medium,Annual,224561.46,140
C100610,John Garcia,Individual,APAC,Australia,RM_06,Valid,2022-05-29,2022-06-06,2023-11-28,Onboarding Portal,Low,Annual,236413.53,-693
C100611,Summit Ltd 0611,Corporate,North America,Mexico,RM_49,Valid,2022-08-03,2022-10-30,2024-08-14,Manual Entry,Medium,Annual,7021547.82,-433
C100612,Acme Partners 0612,Corporate,EMEA,UAE,RM_41,Valid,2024-09-12,2025-01-06,2025-05-19,Salesforce,Medium,Quarterly,27448738.44,-155
C100613,John Kumar,Individual,Oceania,New Zealand,RM_07,Valid,2024-08-01,2024-12-08,2025-11-07,Manual Entry,Medium,Annual,228020.36,17
C100614,Riverside Investments 0614,Corporate,LATAM,Colombia,RM_44,Valid,2024-04-20,2024-10-03,2026-06-03,Batch Upload,Low,Annual,887916.04,225
C100615,Acme Enterprises 0615,Corporate,EMEA,UAE,RM_08,Expired,2022-08-04,2022-11-17,2020-07-21,Manual Entry,High,Semi-Annual,44421688.03,-1918
C100616,Greenfield Holdings 0616,Corporate,North America,Canada,RM_12,Valid,2023-08-11,2023-09-20,2024-07-09,Onboarding Portal,Critical,Annual,24074221.89,-469
C100617,Lee Smith,Individual,Africa,Egypt,RM_11,Expired,2024-05-27,2024-11-08,2023-04-29,Batch Upload,Low,Annual,206848.91,-906
C100618,Maria Smith,Individual,North America,Mexico,RM_04,Valid,2024-05-07,2024-06-19,2026-06-09,Manual Entry,Low,Annual,44252.61,231
C100619,Summit Group 0619,Corporate,APAC,India,RM_01,Valid,2023-10-29,2024-05-13,2025-10-13,Salesforce,Medium,Annual,6237037.46,-8
C100620,Lee Smith,Individual,Africa,Nigeria,RM_45,Valid,2023-09-26,2023-10-24,2024-04-17,Salesforce,Low,Quarterly,181796.72,-552
C100621,Greenfield Ltd 0621,Corporate,Africa,Egypt,RM_45,Missing,2024-03-10,2024-08-14,2025-12-26,Salesforce,High,Annual,3829892.21,66
C100622,Maria Singh,Individual,Oceania,New Zealand,RM_37,Valid,2022-05-21,2022-07-08,2022-09-30,Onboarding Portal,Low,Annual,114179.98,-1117
C100623,Horizon Corp 0623,Corporate,APAC,India,RM_39,Valid,2023-03-13,2023-08-14,2024-02-19,Batch Upload,Low,Annual,14459819.34,-610
C100624,Atlas Group 0624,Corporate,APAC,Australia,RM_14,Valid,2022-03-29,2022-04-10,2023-04-29,Manual Entry,High,Semi-Annual,45605497.65,-906
C100625,Alice Patel,Individual,LATAM,Colombia,RM_46,Valid,2023-11-03,2023-12-02,2024-01-25,Salesforce,Medium,Annual,102905.68,-635
C100626,Priya Wang,Individual,EMEA,Germany,RM_40,Valid,2022-05-20,2022-06-30,2023-08-18,Batch Upload,Low,Quarterly,148906.94,-795
C100627,Summit Partners 0627,Corporate,EMEA,Netherlands,RM_32,Expired,2022-02-09,2022-03-16,2021-06-12,Manual Entry,High,Annual,45703319.93,-1592
C100628,John Kumar,Individual,North America,United States,RM_03,Valid,2022-05-03,2022-05-25,2023-07-16,Salesforce,Medium,Annual,154319.6,-828
C100629,Alice Johnson,Individual,LATAM,Brazil,RM_28,Valid,2024-06-14,2024-08-04,2026-07-16,Batch Upload,Low,Annual,248009.85,268
C100630,Atlas Corp 0630,Corporate,Africa,South Africa,RM_21,Valid,2022-01-13,2022-07-10,2024-02-11,Batch Upload,Medium,Quarterly,9932099.88,-618
C100631,Atlas Partners 0631,Corporate,Africa,Nigeria,RM_20,Valid,2023-04-06,2023-09-12,2025-04-25,Salesforce,Medium,Semi-Annual,33800649.72,-179
C100632,Zenith Investments 0632,Corporate,APAC,Japan,RM_26,Valid,2022-10-25,2022-12-02,2024-05-06,Salesforce,High,Annual,17170559.9,-533
C100633,Chen Patel,Individual,EMEA,Netherlands,RM_04,Missing,2024-05-23,2024-08-13,2026-06-13,Manual Entry,Low,Annual,204078.04,235
C100634,Acme Ltd 0634,Corporate,APAC,China,RM_22,Valid,2022-08-22,2022-10-10,2023-05-23,Batch Upload,Low,Annual,18363750.79,-882
C100635,Greenfield Enterprises 0635,Corporate,LATAM,Argentina,RM_50,Valid,2022-07-15,2022-11-08,2024-06-06,Salesforce,Critical,Annual,29705412.55,-502
C100636,Greenfield Group 0636,Corporate,Oceania,Australia,RM_41,Expired,2023-01-31,2023-04-03,2022-08-14,Manual Entry,High,Annual,9478829.7,-1164
C100637,Acme Investments 0637,Corporate,LATAM,Colombia,RM_36,Valid,2024-03-12,2024-05-20,2026-01-21,Batch Upload,Medium,Annual,16432049.7,92
C100638,Riverside Partners 0638,Corporate,Africa,Egypt,RM_35,Expired,2024-07-04,2024-11-07,2022-11-22,Manual Entry,Medium,Annual,2858254.81,-1064
C100639,Horizon Ltd 0639,Corporate,Oceania,New Zealand,RM_26,Valid,2023-10-20,2024-01-05,2024-09-28,Onboarding Portal,Critical,Semi-Annual,27763078.18,-388
C100640,Riverside Enterprises 0640,Corporate,LATAM,Argentina,RM_27,Valid,2022-09-13,2022-11-21,2024-04-09,Onboarding Portal,Medium,Annual,14221908.93,-560
C100641,Zenith Investments 0641,Corporate,Oceania,New Zealand,RM_11,Expired,2023-02-10,2023-02-21,2022-05-26,Manual Entry,Medium,Semi-Annual,8113499.31,-1244
C100642,Atlas LLC 0642,Corporate,EMEA,UAE,RM_06,Valid,2022-10-27,2022-12-08,2024-02-28,Manual Entry,High,Annual,46119035.85,-601
C100643,Zenith Holdings 0643,Corporate,Oceania,New Zealand,RM_02,Valid,2023-05-07,2023-07-16,2024-10-22,Salesforce,Medium,Annual,579246.61,-364
C100644,Greenfield Holdings 0644,Corporate,EMEA,United Kingdom,RM_50,Valid,2024-03-09,2024-05-02,2025-09-05,Onboarding Portal,Medium,Quarterly,26831182.08,-46
C100645,Riverside Investments 0645,Corporate,APAC,Japan,RM_42,Valid,2023-05-08,2023-11-13,2025-02-20,Manual Entry,Medium,Annual,21585311.18,-243
C100646,Atlas Holdings 0646,Corporate,North America,Mexico,RM_33,Valid,2023-11-02,2024-02-01,2024-12-30,Manual Entry,Critical,Annual,48798254.5,-295
C100647,Horizon Corp 0647,Corporate,Africa,Egypt,RM_37,Valid,2022-01-14,2022-04-11,2023-03-20,Salesforce,High,Semi-Annual,39247442.45,-946
C100648,Riverside Enterprises 0648,Corporate,Africa,Kenya,RM_31,Pending Review,2024-01-29,2024-06-19,2024-12-30,Batch Upload,Critical,Annual,48764757.6,-295
C100649,Lee Singh,Individual,EMEA,France,RM_39,Missing,2024-06-13,2024-11-01,2025-12-03,Onboarding Portal,Low,Annual,23122.41,43
C100650,Summit Group 0650,Corporate,Africa,Kenya,RM_34,Valid,2022-04-07,2022-07-28,2022-12-21,Batch Upload,Critical,Quarterly,47780332.86,-1035
C100651,Zenith Group 0651,Corporate,North America,Canada,RM_15,Valid,2022-08-28,2022-11-11,2023-01-18,Manual Entry,High,Annual,46170637.45,-1007
C100652,Riverside Investments 0652,Corporate,LATAM,Argentina,RM_27,Valid,2023-05-17,2023-07-31,2024-04-21,Batch Upload,Medium,Annual,39989910.0,-548
C100653,Lee Johnson,Individual,Africa,South Africa,RM_49,Valid,2022-09-20,2023-02-02,2024-03-01,Salesforce,Low,Annual,155086.06,-599
C100654,Summit Group 0654,Corporate,EMEA,UAE,RM_10,Valid,2022-10-13,2022-10-14,2024-03-26,Onboarding Portal,High,Annual,34004724.37,-574
C100655,Alice Garcia,Individual,North America,Canada,RM_19,Pending Review,2022-01-30,2022-03-16,2024-02-18,Salesforce,Low,Semi-Annual,119706.36,-611
C100656,Mohammed Singh,Individual,Oceania,Australia,RM_22,Expired,2022-04-03,2022-05-06,2021-01-26,Manual Entry,Low,Annual,89474.28,-1729
C100657,Horizon Partners 0657,Corporate,Africa,Kenya,RM_48,Valid,2023-09-07,2024-03-13,2026-01-07,Batch Upload,Critical,Semi-Annual,43080843.23,78
C100658,Riverside Holdings 0658,Corporate,North America,United States,RM_37,Missing,2024-08-14,2024-11-14,2025-02-26,Salesforce,High,Annual,5955038.82,-237
C100659,Maria Kumar,Individual,EMEA,France,RM_21,Missing,2022-05-14,2022-07-21,2023-02-06,Salesforce,Medium,Annual,132283.59,-988
C100660,Maria Johnson,Individual,Oceania,Australia,RM_04,Valid,2023-01-16,2023-01-24,2024-03-08,Salesforce,Low,Semi-Annual,207726.03,-592
C100661,Atlas Holdings 0661,Corporate,Oceania,New Zealand,RM_24,Pending Review,2023-09-01,2023-11-24,2024-09-27,Manual Entry,High,Semi-Annual,34537443.63,-389
C100662,Zenith LLC 0662,Corporate,LATAM,Chile,RM_13,Valid,2023-05-12,2023-05-20,2024-05-16,Salesforce,Medium,Semi-Annual,7166710.1,-523
C100663,Carlos Johnson,Individual,Africa,South Africa,RM_20,Valid,2022-06-13,2022-07-11,2023-10-14,Onboarding Portal,Low,Annual,82623.16,-738
C100664,Riverside Corp 0664,Corporate,Oceania,Australia,RM_01,Valid,2024-08-13,2024-09-05,2025-01-14,Salesforce,Critical,Annual,9157192.37,-280
C100665,Mohammed Kumar,Individual,Africa,Kenya,RM_43,Valid,2023-07-24,2024-01-09,2024-08-03,Onboarding Portal,Low,Annual,209190.92,-444
C100666,Riverside Partners 0666,Corporate,Africa,Kenya,RM_19,Valid,2022-09-08,2022-12-04,2024-10-21,Salesforce,Medium,Annual,28906334.88,-365
C100667,Atlas Enterprises 0667,Corporate,Oceania,Australia,RM_24,Missing,2023-07-06,2023-09-20,2024-07-06,Salesforce,Critical,Annual,18662080.13,-472
C100668,Priya Garcia,Individual,North America,Mexico,RM_12,Valid,2022-05-06,2022-06-07,2023-06-21,Manual Entry,Critical,Annual,87767.47,-853
C100669,Pioneer Holdings 0669,Corporate,EMEA,UAE,RM_40,Missing,2023-10-04,2024-02-20,2025-06-07,Batch Upload,Medium,Semi-Annual,45794512.23,-136
C100670,Horizon Holdings 0670,Corporate,LATAM,Argentina,RM_05,Valid,2024-08-24,2025-01-29,2025-06-02,Salesforce,High,Semi-Annual,3714987.3,-141
C100671,Horizon LLC 0671,Corporate,EMEA,France,RM_20,Valid,2023-06-17,2023-09-15,2025-05-04,Manual Entry,High,Semi-Annual,7943005.79,-170
C100672,Riverside Group 0672,Corporate,LATAM,Argentina,RM_23,Valid,2024-02-06,2024-03-06,2025-12-22,Batch Upload,High,Annual,49434256.38,62
C100673,Riverside Corp 0673,Corporate,North America,Mexico,RM_12,Valid,2023-03-17,2023-04-27,2024-10-06,Manual Entry,Low,Quarterly,828376.13,-380
C100674,Summit Corp 0674,Corporate,APAC,Australia,RM_25,Missing,2024-07-05,2024-10-09,2026-05-31,Onboarding Portal,Medium,Annual,27564158.01,222
C100675,Chen Kumar,Individual,APAC,Australia,RM_26,Missing,2023-01-07,2023-04-16,2023-06-02,Salesforce,Medium,Annual,76805.92,-872
C100676,Alice Smith,Individual,Oceania,Australia,RM_05,Valid,2024-01-15,2024-04-28,2025-04-16,Onboarding Portal,Low,Annual,246072.92,-188
C100677,Atlas Partners 0677,Corporate,Africa,Nigeria,RM_27,Valid,2024-01-31,2024-04-24,2025-09-21,Onboarding Portal,Medium,Annual,16589336.17,-30
C100678,Atlas Ltd 0678,Corporate,Oceania,Australia,RM_22,Missing,2024-07-30,2024-11-03,2024-12-24,Batch Upload,Medium,Annual,32436386.89,-301
C100679,Chen Wang,Individual,North America,Mexico,RM_08,Missing,2023-12-12,2024-05-19,2025-05-02,Salesforce,Medium,Quarterly,243210.74,-172
C100680,Horizon Ltd 0680,Corporate,APAC,Australia,RM_32,Expired,2023-03-27,2023-05-09,2021-02-22,Salesforce,High,Semi-Annual,22885808.86,-1702
C100681,Riverside Group 0681,Corporate,APAC,Japan,RM_23,Valid,2022-09-18,2023-02-23,2024-08-18,Salesforce,High,Annual,32837942.34,-429
C100682,Carlos Patel,Individual,LATAM,Chile,RM_25,Valid,2022-02-02,2022-03-05,2022-05-21,Batch Upload,Medium,Annual,161548.88,-1249
C100683,Zenith Group 0683,Corporate,Africa,Kenya,RM_05,Valid,2022-11-26,2023-01-03,2023-12-21,Onboarding Portal,Medium,Semi-Annual,41641479.46,-670
C100684,Lee Singh,Individual,EMEA,United Kingdom,RM_01,Missing,2023-09-14,2023-12-23,2025-05-27,Salesforce,Medium,Annual,204120.94,-147
C100685,Zenith Holdings 0685,Corporate,APAC,Japan,RM_29,Valid,2023-06-01,2023-08-02,2024-07-09,Onboarding Portal,Medium,Annual,8507458.05,-469
C100686,Carlos Johnson,Individual,APAC,China,RM_48,Valid,2023-07-09,2023-12-03,2025-10-04,Manual Entry,Low,Semi-Annual,18205.75,-17
C100687,Atlas Investments 0687,Corporate,APAC,China,RM_30,Valid,2024-01-27,2024-02-05,2025-09-07,Salesforce,High,Annual,25062099.05,-44
C100688,Riverside Partners 0688,Corporate,EMEA,United Kingdom,RM_19,Valid,2023-08-08,2023-11-10,2024-03-08,Batch Upload,Medium,Quarterly,43338107.81,-592
C100689,Riverside Enterprises 0689,Corporate,Africa,Egypt,RM_34,Valid,2022-10-29,2023-03-13,2024-12-08,Batch Upload,Medium,Annual,19070429.4,-317
C100690,Lee Kumar,Individual,EMEA,Germany,RM_15,Valid,2023-05-27,2023-09-17,2023-11-07,Batch Upload,Medium,Semi-Annual,245835.75,-714
